,jp,kana,en,lesson,book
19,向き,むき,direction,12,quartet 2
20,進行方向,しんこうほうこう,direction of travel,12,quartet 2
21,戻す,もどす,to return; to put back,12,quartet 2
22,拭く,ふく,to wipe,12,quartet 2
24,ブラインド,ぶらいんど,window blinds,12,quartet 2
25,窓枠,まどわく,window frame,12,quartet 2
26,紛失,ふんしつ,to lose,12,quartet 2
27,管理,かんり,to manage; to administer,12,quartet 2
29,箇所,かしょ,part; place,12,quartet 2
30,施す,ほどこす,to do; to give,12,quartet 2
31,まとめる,まとめる,to put together,12,quartet 2
32,多種多様,たしゅたよう,wide variety,12,quartet 2
33,やる気,やるき,motivation,12,quartet 2
34,あふれる,あふれる,to be full of,12,quartet 2
35,やる気にあふれる,やるきにあふれる,fully motivated,12,quartet 2
36,きつい,きつい,tough; hard,12,quartet 2
37,危険な,きけんな,dangerous,12,quartet 2
38,バブル,ばぶる,bubble economy,12,quartet 2
39,全盛期,ぜんせいき,the golden age; heyday,12,quartet 2
40,流行る,はやる,to be popular; to be in fashion [vi.],12,quartet 2
41,頭文字,かしらもじ,the first letter,12,quartet 2
42,敬遠,けいえん,to keep something at a distance,12,quartet 2
43,現場,げんば,site; field,12,quartet 2
44,向く,むく,to be suited for ~,12,quartet 2
46,～ありき,～ありき,based on ~,12,quartet 2
47,経営,けいえい,to manage,12,quartet 2
48,目指す,めざす,to aim,12,quartet 2
49,制服,せいふく,uniform,12,quartet 2
51,本来,ほんらい,by all rights; originally,12,quartet 2
52,活気,かっき,liveliness,12,quartet 2
53,見出す,みいだす,to find out,12,quartet 2
54,おもな,おもな,main,12,quartet 2
55,収入源,しゅうにゅうげん,source of income,12,quartet 2
56,車両,しゃりょう,train car,12,quartet 2
57,編成,へんせい,to organize,12,quartet 2
58,～あたり,～あたり,per ~,12,quartet 2
59,～平米,～へいべい,~ square meters,12,quartet 2
60,計算,けいさん,to calculate,12,quartet 2
61,支払う,しはらう,to pay,12,quartet 2
62,増発,ぞうはつ,to increase the number of trains [vi.],12,quartet 2
63,範疇,はんちゅう,category,12,quartet 2
64,自己肯定感,じここうていかん,self-esteem,12,quartet 2
65,肯定,こうてい,to affirm,12,quartet 2
66,結果的に,けっかてきに,as a result; unintentionally,12,quartet 2
67,周囲,しゅうい,surroundings,12,quartet 2
68,見回す,みまわす,to look around,12,quartet 2
69,世の中,よのなか,the world,12,quartet 2
70,美徳,びとく,virtue,12,quartet 2
72,大前提,だいぜんてい,major premise,12,quartet 2
73,さしかかる,さしかかる,to near; to approach,12,quartet 2
74,把握,はあく,to grasp,12,quartet 2
75,無視,むし,to ignore,12,quartet 2
76,～側,～がわ,~ side,12,quartet 2
77,感謝,かんしゃ,to be thankful,12,quartet 2
78,好循環,こうじゅんかん,virtuous circle,12,quartet 2
79,循環,じゅんかん,to circulate [vi.],12,quartet 2
80,～をもとに,～をもとに,based on,12,quartet 2
81,創造部,そうぞうぶ,creative department,12,quartet 2
82,顧問,こもん,adviser,12,quartet 2
83,日本国有鉄道,にほんこくゆうてつどう,Japanese National Railways,12,quartet 2
84,以後,いご,since; after,12,quartet 2
85,乗客,じょうきゃく,passenger,12,quartet 2
86,専門家,せんもんか,specialist,12,quartet 2
87,勤務,きんむする,to work,12,quartet 2
88,鉄道整備株式会社,てつどうせいびかぶしきがいしゃ,"railway maintenance and repair co., Ltd",12,quartet 2
89,社名,しゃめい,name of company,12,quartet 2
90,変更,へんこう,to change,12,quartet 2
91,取締役,とりしまりやく,director,12,quartet 2
92,経営企画部長,けいえいきかくぶちょう,chief of corporate planning division,12,quartet 2
93,就任,しゅうにん,to assume the office of; to be inaugurated,12,quartet 2
94,国内外,こくないがい,domestically and abroad,12,quartet 2
95,評価,ひょうか,to evaluate,12,quartet 2
96,教材,きょうざい,teaching materials,12,quartet 2
2,嵐,あらし,storm,12,quartet 2
3,学長,がくちょう,president (of the school),12,quartet 2
4,敵,てき,enemy,12,quartet 2
5,南座,みなみざ,Minami-za Theater,12,quartet 2
6,新作,しんさく,new release,12,quartet 2
8,オオカミ,おおかみ,wolf,12,quartet 2
9,ヤギ,やぎ,goat,12,quartet 2
10,演じる,えんじる,to act; to play,12,quartet 2
11,逃げこむ,にげこむ,to take refuge,12,quartet 2
12,お互い,おたがい,each other,12,quartet 2
13,正体,しょうたい,one’s true character,12,quartet 2
14,再会,さいかい,to reunte,12,quartet 2
15,顔を合わせる,かおをあわせる,to see each other,12,quartet 2
16,食う,くう,to eat,12,quartet 2
17,領域,りょういき,territory,12,quartet 2
18,煩悶,はんもん,to suffer a mental conflict,12,quartet 2
19,ごちそう,ごちそう,to give a dinner,12,quartet 2
20,天敵,てんてき,natural enemy,12,quartet 2
21,説き伏せる,ときふせる,to persuade; to argue someone down,12,quartet 2
22,心が折れる,こころがおれる,to lose heart,12,quartet 2
23,折れる,おれる,to get broken [vi.],12,quartet 2
24,手を取り合う,てをとりあう,to take each other’s hands,12,quartet 2
25,歩む,あゆむ,to move through,12,quartet 2
26,たわいもない,たわいもない,trivial,12,quartet 2
27,意外な,いがいな,unexpected,12,quartet 2
28,真実,しんじつ,truth,12,quartet 2
30,常識,じょうしき,common sense,12,quartet 2
31,永遠に,えいえんに,forever,12,quartet 2
32,敵対関係,てきたいかんけい,antagonism,12,quartet 2
33,勝手に,かってに,at someone’s convenience,12,quartet 2
34,長らく,ながらく,for a long time,12,quartet 2
35,身勝手な,みがってな,selfish,12,quartet 2
36,翻弄,ほんろう,to toy with,12,quartet 2
37,～世紀,～せいき,-th century,12,quartet 2
38,半ば,なかば,the middle,12,quartet 2
39,欧米人,おうべいじん,Westerners,12,quartet 2
40,凶暴な,きょうぼうな,brutal,12,quartet 2
41,巨人,きょじん,giant person; person with special powers,12,quartet 2
42,襲う,おそう,to attack,12,quartet 2
43,さらう,さらう,to kidnap,12,quartet 2
44,真に受ける,まにうける,to take seriously,12,quartet 2
45,殺す,ころす,to kill,12,quartet 2
46,中央,ちゅうおう,center,12,quartet 2
47,低地,ていち,low ground,12,quartet 2
48,狩猟,しゅりょう,to hunt,12,quartet 2
49,明らかになる,あきらかになる,to be revealed; to become clear,12,quartet 2
50,一転,いってん,to change completely; to turn around,12,quartet 2
51,隣人,りんじん,neighbor,12,quartet 2
52,目玉,めだま,key element; main feature,12,quartet 2
53,もはや～ない,もはや～ない,no longer ~,12,quartet 2
54,食料,しょくりょう,food,12,quartet 2
55,見なす,みなす,to consider as,12,quartet 2
56,～どうし,～どうし,between ~,12,quartet 2
58,白人,はくじん,white person,12,quartet 2
59,鬼,おに,ogre; demon,12,quartet 2
60,第二次大戦,だいにじたいせん,World War II,12,quartet 2
61,鬼畜米英,きちくべいえい,“The Americans and the British are brutes”,12,quartet 2
63,憎しみ,にくしみ,hatred,12,quartet 2
64,テロ,てろ,terrorism,12,quartet 2
65,抹殺,まっさつ,to eliminate,12,quartet 2
66,共存,きょうぞん,to coexist,12,quartet 2
67,寓話,ぐうわ,fable,12,quartet 2
68,機微,きび,subtleties,12,quartet 2
69,描き出す,えがきだす,to depict,12,quartet 2
70,見習う,みならう,to follow a good example,12,quartet 2
71,教訓,きょうくん,lesson,12,quartet 2
72,語りかける,かたりかける,to talk to someone,12,quartet 2
73,知能,ちのう,intelligence,12,quartet 2
74,敬意,けいい,respect,12,quartet 2
76,友好的な,ゆうこうてきな,friendly,12,quartet 2
78,武器,ぶき,weapon,12,quartet 2
79,餌,えさ,bait,12,quartet 2
80,逃げ去る,にげさる,to disappear; to take flight,12,quartet 2
81,追う,おう,to chase,12,quartet 2
82,恐ろしい,おそろしい,frightening; terrifying,12,quartet 2
83,声をあげる,こえをあげる,to raise one’s voice,12,quartet 2
84,攻撃,こうげき,to attack,12,quartet 2
85,突進,とっしん,rush,12,quartet 2
86,傷を負う,きずをおう,to suffer a wound,12,quartet 2
87,負う,おう,to have; bear,12,quartet 2
88,敵意,てきい,hostile feelings,12,quartet 2
89,辛抱強く,しんぼうづよく,patiently,12,quartet 2
90,向かい合う,むかいあう,to face each other,12,quartet 2
91,群れ,むれ,group,12,quartet 2
